MonsterName,MonsterImage,MonsterAI,MonsterEffect,MonsterLevel,MonsterLight,MonsterAttackSpeed,MonsterMoveSpeed,MonsterViewRange,MonsterCoolEye,MonsterExperience,MonsterCanPush,MonsterAutoRev,MonsterUndead,MonsterCanTame,MonsterDropPath,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,StatAccuracy,StatAgility,StatHP,StatMP,StatAttackSpeed,StatLuck,StatBagWeight,StatHandWeight,StatWearWeight,StatReflect,StatStrong,StatHoly,StatFreezing,StatPoisonAttack,StatMagicResist,StatPoisonResist,StatHealthRecovery,StatSpellRecovery,StatPoisonRecovery,StatCriticalRate,StatCriticalDamage,StatMaxACRatePercent,StatMaxMACRatePercent,StatMaxDCRatePercent,StatMaxMCRatePercent,StatMaxSCRatePercent,StatAttackSpeedRatePercent,StatHPRatePercent,StatMPRatePercent,StatHPDrainRatePercent,StatExpRatePercent,StatItemDropRatePercent,StatGoldDropRatePercent,StatMineRatePercent,StatGemRatePercent,StatFishRatePercent,StatCraftRatePercent,StatSkillGainMultiplier,StatAttackBonus,StatLoverExpRatePercent,StatMentorDamageRatePercent,StatMentorExpRatePercent,StatDamageReductionPercent,StatEnergyShieldPercent,StatEnergyShieldHPGain,StatManaPenaltyPercent,StatTeleportManaPenaltyPercent,StatHero,
邪恶钳虫2,EvilTongs,0,0,60,0,1800,700,7,0,3600,True,True,False,False,,20,20,10,10,22,45,0,0,0,0,20,17,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶钳虫9,EvilTongs,0,0,60,0,1800,700,7,0,3600,True,True,False,False,,20,20,10,10,22,45,0,0,0,0,17,15,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
触龙神,EvilCentipede,14,0,99,5,2000,1800,7,100,6000,False,True,False,False,,20,20,50,50,40,90,0,0,5,15,50,30,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
楔蛾,WedgeMoth,7,0,32,0,2500,600,7,100,540,True,True,False,True,,1,2,2,7,13,18,13,18,0,0,15,15,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
小蝙蝠,BugBat,0,0,5,0,2500,1200,7,0,2,True,True,False,True,,0,0,0,0,5,22,0,0,0,0,19,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
角蝇,BugBatMaggot,12,0,30,0,2500,1800,7,0,480,False,True,False,True,,0,0,0,0,10,20,0,0,0,0,18,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
红野猪,RedBoar,0,0,32,0,2000,1200,7,0,600,True,True,False,True,,0,0,8,8,18,25,0,0,0,0,13,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
红野猪0,RedBoar,0,0,32,0,2000,1200,7,0,600,True,True,False,True,,0,0,8,8,18,25,0,0,0,0,13,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
红野猪3,RedBoar,0,0,40,0,2000,1200,7,0,600,True,True,False,True,,0,0,12,12,27,38,0,0,0,0,15,15,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑野猪,BlackBoar,0,0,35,0,2000,800,7,0,650,True,True,False,True,,10,10,0,0,20,26,0,0,0,0,13,15,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑野猪0,BlackBoar,0,0,35,0,2000,800,7,0,650,True,True,False,True,,10,10,0,0,20,26,0,0,0,0,13,15,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑野猪3,BlackBoar,0,0,40,0,2000,800,7,0,650,True,True,False,True,,15,15,0,0,30,39,0,0,0,0,15,15,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
白野猪,WhiteBoar,0,0,50,5,1800,800,14,0,3600,True,True,False,False,,13,15,25,25,30,55,0,0,0,0,17,22,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
白野猪0,WhiteBoar,0,0,50,0,1800,800,14,0,3600,True,True,False,False,,13,15,25,25,30,55,0,0,0,0,17,17,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
白野猪1,WhiteBoar,0,0,50,0,3000,600,14,0,115,False,True,False,False,,13,15,25,25,0,40,0,0,0,0,20,17,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
蝎蛇,SnakeScorpion,0,0,35,0,2000,600,9,0,550,True,True,False,False,,1,5,2,3,22,28,0,0,0,0,13,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
蝎蛇0,SnakeScorpion,0,0,35,0,2000,600,9,0,550,True,True,False,False,,1,5,2,3,22,28,0,0,0,0,13,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
蝎蛇3,SnakeScorpion,0,0,35,0,2000,600,9,0,550,True,True,False,False,,1,5,2,3,22,28,0,0,0,0,13,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶毒蛇,EvilSnake,0,0,50,10,1800,600,7,0,4800,True,True,False,False,,20,20,30,30,30,85,0,0,0,0,20,25,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶毒蛇1,EvilSnake,0,0,50,0,3000,600,7,0,115,False,True,False,False,,0,0,0,0,0,30,0,0,0,0,20,17,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古黑色恶蛆,BlackMaggot,0,0,28,0,1500,500,7,0,3800,True,True,False,False,,6,6,2,2,30,40,0,0,0,0,13,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古黑色恶蛆0,BlackMaggot,0,0,28,0,1500,500,7,0,3800,True,True,False,False,,6,6,2,2,30,40,0,0,0,0,13,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古蝎蛇,SnakeScorpion,0,0,35,0,2000,600,7,0,4000,True,True,False,False,,6,6,4,4,27,48,0,0,0,0,13,15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古蝎蛇0,SnakeScorpion,0,0,35,0,2000,600,7,0,4000,True,True,False,False,,6,6,4,4,27,48,0,0,0,0,13,15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古红猪,RedBoar,0,0,50,0,2000,1200,7,0,3900,True,True,False,False,,10,10,9,9,25,45,0,0,0,0,13,15,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古红猪0,RedBoar,0,0,50,0,2000,1200,7,0,3900,True,True,False,False,,10,10,9,9,25,45,0,0,0,0,13,15,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古黑猪,BlackBoar,0,0,50,0,2000,800,7,0,4200,True,True,False,False,,11,11,10,10,30,50,0,0,0,0,13,15,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古黑猪0,BlackBoar,0,0,50,0,2000,800,7,0,4200,True,True,False,False,,11,11,10,10,50,50,0,0,0,0,13,15,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古白猪,WhiteBoar,0,0,50,0,1800,800,7,0,4400,True,True,False,False,,16,16,16,16,32,54,0,0,0,0,17,25,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古猪王,KingHog,0,0,80,0,1800,800,7,100,12000,True,True,False,False,,16,16,16,16,40,80,0,0,0,0,37,25,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
大老鼠,BigRat,0,0,34,0,2500,1200,7,0,1800,True,True,False,False,,3,6,0,0,16,35,0,0,0,0,15,15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
大老鼠0,BigRat,0,0,34,0,2500,1200,7,0,1800,True,True,False,False,,3,6,0,0,15,32,0,0,0,0,15,15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛弓箭手,ZumaArcher,8,0,39,0,2000,1000,10,0,1900,True,True,False,False,,3,6,3,6,14,30,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛弓箭手0,ZumaArcher,8,0,39,0,2000,1000,10,0,1900,True,True,False,False,,3,6,3,6,14,30,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛弓箭手3,ZumaArcher,8,0,39,0,2000,1000,10,0,1900,True,True,False,False,,16,16,16,16,14,30,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛雕像,ZumaStatue,15,0,50,0,2000,900,9,0,2200,True,True,False,False,,9,13,13,16,22,38,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛雕像0,ZumaStatue,15,0,50,0,2000,900,9,0,2200,True,True,False,False,,9,13,13,16,22,38,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛雕像3,ZumaStatue,15,0,50,0,2000,900,9,0,2200,True,True,False,False,,20,20,20,20,22,38,0,0,0,0,17,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛卫士,ZumaGuardian,15,0,50,0,2000,700,9,0,2400,True,True,False,False,,14,18,14,18,27,44,0,0,0,0,17,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛卫士0,ZumaGuardian,15,0,50,0,2000,700,9,0,2400,True,True,False,False,,14,18,14,18,27,44,0,0,0,0,17,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛卫士3,ZumaGuardian,15,0,50,0,2000,700,9,0,2400,True,True,False,False,,25,25,25,25,33,51,0,0,0,0,17,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛卫士00,ZumaGuardian,15,0,50,0,1700,600,14,0,4400,True,True,False,False,,14,18,14,18,70,70,0,0,0,0,25,25,4450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛统领,RedThunderZuma,16,0,54,5,1400,800,14,0,5000,True,True,False,False,,15,21,17,23,20,70,0,0,0,0,25,22,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛教主,ZumaTaurus,17,0,60,10,1000,300,14,100,12000,False,True,False,False,,35,35,40,40,40,100,0,0,0,0,40,32,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
祖玛教主9,ZumaTaurus,17,0,60,10,1000,200,14,100,12000,False,True,False,False,,35,35,40,40,40,80,0,0,0,0,40,32,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古大老鼠,BigRat,0,0,38,0,2500,1200,7,0,6000,True,True,False,False,,13,13,13,13,52,76,0,0,0,0,15,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古大老鼠0,BigRat,0,0,38,0,2500,1200,7,0,6000,True,True,False,False,,13,13,13,13,52,76,0,0,0,0,15,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古祖玛弓箭手,ZumaArcher,8,0,40,0,2000,1000,7,0,6100,True,True,False,True,,11,11,16,16,52,80,0,0,0,0,15,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古祖玛弓箭手0,ZumaArcher,8,0,40,0,2000,1000,7,0,6100,True,True,False,True,,11,11,16,16,52,80,0,0,0,0,15,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古祖玛雕像,ZumaStatue,0,0,50,0,2000,900,7,0,6200,True,True,False,False,,13,13,16,16,50,80,0,0,0,0,15,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古祖玛雕像0,ZumaStatue,0,0,50,0,2000,900,7,0,6200,True,True,False,False,,13,13,16,16,50,80,0,0,0,0,15,17,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古祖玛卫士,ZumaGuardian,0,0,50,0,2000,700,7,0,6300,True,True,False,False,,17,17,17,17,56,80,0,0,0,0,15,17,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古祖玛卫士0,ZumaGuardian,0,0,50,0,2000,700,7,0,6300,True,True,False,False,,17,17,17,17,56,80,0,0,0,0,15,17,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古祖玛统领,RedThunderZuma,16,0,54,0,1700,900,7,100,30000,True,True,False,False,,19,19,21,21,55,110,0,0,0,0,45,16,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
赤狐,RedFoxman,45,0,55,0,1500,1700,7,100,5000,True,True,False,False,,5,5,15,15,40,75,40,75,0,0,16,16,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
黑狐,BlackFoxman,44,0,55,0,1900,2000,7,100,5000,True,True,False,False,,20,20,5,5,10,65,0,0,0,0,25,8,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
素狐,WhiteFoxman,46,0,55,0,1700,1700,7,100,5200,True,True,False,False,,10,10,25,25,25,55,0,0,25,55,16,16,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
狐月陷阱,TrapRock,47,0,52,0,1800,1600,7,0,1500,False,True,False,False,,15,15,5,5,16,39,0,0,0,0,17,17,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
狐月陷阱1,TrapRock,47,0,52,0,1800,1600,7,0,1500,False,True,False,False,,15,15,5,5,16,39,0,0,0,0,17,17,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
狐月天珠,GuardianRock,48,0,60,0,1500,1000,7,0,4000,False,True,False,False,,10,10,15,15,22,55,0,0,0,0,17,15,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
电元素,ThunderElement,49,0,37,0,1500,1000,7,0,2000,True,True,False,False,,100,100,100,100,20,32,0,0,0,0,13,13,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
气元素,CloudElement,49,0,39,0,1500,1000,7,0,4000,True,True,False,False,,100,100,100,100,25,80,0,0,0,0,18,16,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
狐月虎虫,HedgeKekTal,51,0,38,0,1800,1600,7,0,2100,True,True,False,True,,17,17,17,17,20,52,0,0,0,0,16,18,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
狐月蓝蛙,BigHedgeKekTal,51,0,46,0,1800,1600,7,0,2400,True,True,False,True,,15,15,19,19,25,57,0,0,0,0,16,18,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
狐月褐蛙,BrownFrogSpider,0,0,43,0,1600,1500,7,0,2230,True,True,False,True,,13,13,18,18,33,51,0,0,0,0,16,16,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
狐月火蛙,RedFrogSpider,0,0,35,0,1600,1500,7,0,1950,True,True,False,True,,15,15,17,17,29,45,0,0,0,0,16,16,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
圣狐魂,GreatFoxSpirit,50,0,60,10,2500,2500,7,100,30000,False,True,False,False,,35,35,80,80,60,100,60,100,0,0,36,16,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
血蛙,SpiderFrog,0,0,27,0,2500,900,7,0,220,True,True,False,False,,2,2,2,2,13,19,0,0,0,0,13,15,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
血蛙0,SpiderFrog,0,0,27,0,2500,900,7,0,220,True,True,False,False,,2,2,2,2,13,19,0,0,0,0,13,15,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔眼,HoroBlaster,0,0,27,0,2500,1200,7,0,230,True,True,False,False,,3,3,2,2,13,20,0,0,0,0,13,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔眼0,HoroBlaster,0,0,27,0,2500,1200,7,0,230,True,True,False,False,,3,3,2,2,13,20,0,0,0,0,13,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
碧蓝魔眼,BlueHoroBlaster,0,0,26,0,2500,1200,7,0,220,True,True,False,False,,2,2,3,3,12,18,0,0,0,0,13,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
碧蓝魔眼0,BlueHoroBlaster,0,0,26,0,2500,1200,7,0,220,True,True,False,False,,2,2,3,3,12,18,0,0,0,0,13,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
虎虫,KekTal,0,0,28,0,1800,1200,7,0,230,True,True,False,False,,4,4,2,2,14,20,0,0,0,0,13,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
虎虫0,KekTal,0,0,28,0,1800,1200,7,0,230,True,True,False,False,,4,4,2,2,14,20,0,0,0,0,13,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
紫虎虫,VioletKekTal,0,0,28,0,1800,1200,7,0,230,True,True,False,False,,2,2,4,4,14,20,0,0,0,0,13,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
紫虎虫0,VioletKekTal,0,0,28,0,1800,1200,7,0,230,True,True,False,False,,2,2,4,4,14,20,0,0,0,0,13,15,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
狂热火蜥蜴,Khazard,27,0,50,10,1700,900,7,100,3300,True,True,False,True,,18,18,10,10,20,50,0,0,0,0,15,16,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
暗黑战士,Dark,8,0,26,0,2500,900,8,100,240,True,True,False,True,,3,3,2,2,9,16,0,0,0,0,15,15,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
暗黑战士0,Dark,8,0,26,0,2500,900,8,100,240,True,True,False,True,,3,3,2,2,9,16,0,0,0,0,15,15,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
粪虫,Dung,7,0,26,0,2500,1800,7,0,215,True,True,False,True,,3,3,2,2,9,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
粪虫0,Dung,7,0,26,0,2500,1800,7,0,215,True,True,False,True,,3,3,2,2,9,17,0,0,0,0,12,15,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
